,RUN,N_COMPONENTS,TOPICS_THRESHOLD,NEIGHBORS,QUANTILE_THRESHOLD,orig_avg_accuracy,nmf_avg_accuracy,lda_avg_accuracy,lda_w2v_avg_accuracy,nmf_avg_tags_number_accuracy,lda_avg_tags_number_accuracy,lda_w2v_avg_tags_number_accuracy,nmf_global_accuracy,lda_global_accuracy,lda_global_avg_accuracy,orig_med_accuracy,nmf_med_accuracy,lda_med_accuracy,lda_w2v_med_accuracy,orig_avg_tags_number,nmf_avg_tags_number,lda_avg_tags_number,lda_w2v_avg_tags_number,orig_med_tags_number,nmf_med_tags_number,lda_med_tags_number,lda_w2v_med_tags_number
63,63,10,0.4,20,0.8,0.5321383647798742,0.5869937106918239,0.6011572327044025,0.5976477987421382,0.5495181404655085,0.519788360542552,0.5527871676858023,0.5745018539497188,0.5740342753171189,0.5826942550566929,0.5321383647798742,0.5869937106918239,0.6011572327044025,0.5976477987421382,2.1192452830188677,6.690566037735849,10.946415094339622,6.466415094339623,2.0,6.0,11.0,6.0
64,64,10,0.45,5,0.75,0.5321383647798742,0.5732704402515723,0.5541761006289307,0.5821509433962263,0.6045696100145039,0.5798220058869249,0.5870584523443393,0.5837034968392162,0.5627247357149288,0.583786779712264,0.5321383647798742,0.5732704402515723,0.5541761006289307,0.5821509433962263,2.1192452830188677,5.158490566037736,5.380377358490566,5.355471698113208,2.0,5.0,6.0,5.0
65,65,10,0.45,5,0.8,0.5321383647798742,0.5649056603773585,0.5541761006289307,0.5746037735849057,0.6219688331231487,0.5802077187587299,0.6038426774322121,0.5839267179592885,0.5628533066721971,0.5843500748673411,0.5321383647798742,0.5649056603773585,0.5541761006289307,0.5746037735849057,2.1192452830188677,4.720754716981132,5.352452830188679,5.031698113207547,2.0,4.0,6.0,5.0
66,66,10,0.45,10,0.75,0.5321383647798742,0.5807421383647798,0.5814088050314464,0.5879245283018868,0.5870515058601634,0.5503024998310422,0.5644071016162282,0.5828452608632411,0.5710400366313116,0.5800853860733339,0.5321383647798742,0.5807421383647798,0.5814088050314464,0.5879245283018868,2.1192452830188677,5.7932075471698115,7.589433962264151,6.132830188679245,2.0,5.0,9.0,6.0
67,67,10,0.45,10,0.8,0.5321383647798742,0.5695471698113207,0.5814088050314464,0.5844654088050314,0.6011775647484386,0.5509853653761483,0.5763184448803055,0.58009063479036,0.5712676584796804,0.5817497541634561,0.5321383647798742,0.5695471698113207,0.5814088050314464,0.5844654088050314,2.1192452830188677,5.320754716981132,7.517735849056604,5.684528301886792,2.0,5.0,9.0,5.0
68,68,10,0.45,15,0.75,0.5321383647798742,0.577685534591195,0.5880754716981131,0.5952201257861635,0.5653729137494601,0.5365705844676281,0.5532083042975151,0.57358132764395,0.5709071759546182,0.5812161852899473,0.5321383647798742,0.577685534591195,0.5880754716981131,0.5952201257861635,2.1192452830188677,6.255094339622642,9.093584905660377,6.560754716981132,2.0,6.0,10.0,6.0
69,69,10,0.45,15,0.8,0.5321383647798742,0.5746666666666667,0.5876352201257861,0.5883647798742138,0.5784152493955423,0.5375514648707368,0.5711348800795824,0.5759161942429586,0.5709406350407696,0.58262147994267,0.5321383647798742,0.5746666666666667,0.5876352201257861,0.5883647798742138,2.1192452830188677,5.786415094339622,9.013584905660377,5.812075471698114,2.0,5.0,10.0,6.0
70,70,10,0.45,20,0.75,0.5321383647798742,0.5942264150943396,0.5936100628930817,0.5951572327044025,0.5503386787560556,0.529371676310671,0.5448465734571865,0.5795971696482449,0.5721972673656115,0.5783870129553305,0.5321383647798742,0.5942264150943396,0.5936100628930817,0.5951572327044025,2.1192452830188677,6.814339622641509,10.016603773584906,6.64377358490566,2.0,6.0,11.0,7.0
71,71,10,0.45,20,0.8,0.5321383647798742,0.5872452830188678,0.5936100628930817,0.5867924528301887,0.5603645433995057,0.5300827744638754,0.5663502514827317,0.5782850364790805,0.5724343000833463,0.5799783857143697,0.5321383647798742,0.5872452830188678,0.5936100628930817,0.5867924528301887,2.1192452830188677,6.314716981132076,9.935849056603773,5.932075471698113,2.0,6.0,10.0,6.0
72,72,10,0.5,5,0.75,0.5321383647798742,0.5562264150943397,0.5539874213836478,0.5802389937106918,0.626212074649525,0.5839135757835958,0.5893800519326259,0.5795549682794015,0.5639628061836305,0.5832860131180032,0.5321383647798742,0.5562264150943397,0.5539874213836478,0.5802389937106918,2.1192452830188677,4.699622641509434,5.290566037735849,5.155471698113208,2.0,4.0,6.0,5.0
73,73,10,0.5,5,0.8,0.5321383647798742,0.5533962264150943,0.5539874213836478,0.5777232704402516,0.6383114772941795,0.5845839007287478,0.60081217775121,0.581701310041456,0.5641862478320144,0.5854195728772377,0.5321383647798742,0.5533962264150943,0.5539874213836478,0.5777232704402516,2.1192452830188677,4.397735849056604,5.260377358490566,4.881509433962264,2.0,4.0,6.0,5.0
74,74,10,0.5,10,0.75,0.5321383647798742,0.5651446540880503,0.5812201257861634,0.5882767295597484,0.6105874226586544,0.5553420204007661,0.5685082869906563,0.580292243611585,0.5725940906576977,0.5816872487033843,0.5321383647798742,0.5651446540880503,0.5812201257861634,0.5882767295597484,2.1192452830188677,5.143396226415095,7.34188679245283,5.899622641509434,2.0,4.0,8.0,6.0
75,75,10,0.5,10,0.8,0.5321383647798742,0.5642641509433961,0.5812201257861634,0.583811320754717,0.6153472131459204,0.5556567040101306,0.5836395053520502,0.5812918383442375,0.5726989851941525,0.5837540489538281,0.5321383647798742,0.5642641509433961,0.5812201257861634,0.583811320754717,2.1192452830188677,4.920754716981132,7.310943396226415,5.416603773584906,2.0,4.0,8.0,5.0
76,76,10,0.5,15,0.75,0.5321383647798742,0.5733459119496855,0.586125786163522,0.5936226415094339,0.5899154857388791,0.5409322663873793,0.5652280015837495,0.5788691032127501,0.5710612795714743,0.5841577615342057,0.5321383647798742,0.5733459119496855,0.586125786163522,0.5936226415094339,2.1192452830188677,5.587169811320755,8.640754716981132,6.052830188679246,2.0,5.0,9.0,6.0
77,77,10,0.5,15,0.8,0.5321383647798742,0.5705786163522012,0.585622641509434,0.592553459119497,0.5951528087406427,0.5422361546372353,0.5778411536105845,0.578770013815015,0.5711604792187011,0.5876493572831928,0.5321383647798742,0.5705786163522012,0.585622641509434,0.592553459119497,2.1192452830188677,5.356981132075472,8.529811320754717,5.565283018867924,2.0,5.0,9.0,5.0
78,78,10,0.5,20,0.75,0.5321383647798742,0.577685534591195,0.5897735849056603,0.5911698113207546,0.581180923216045,0.5356665421450374,0.5611284492536628,0.5788506641328116,0.5717379039854528,0.5811560239650574,0.5321383647798742,0.577685534591195,0.5897735849056603,0.5911698113207546,2.1192452830188677,5.9033962264150945,9.092075471698113,6.057358490566037,2.0,5.0,10.0,6.0
79,79,10,0.5,20,0.8,0.5321383647798742,0.5734088050314465,0.5895220125786163,0.5913584905660377,0.5890779987165872,0.5369574500511411,0.5751448105742432,0.5786318695931602,0.5720004917361246,0.5859539305687729,0.5321383647798742,0.5734088050314465,0.5895220125786163,0.5913584905660377,2.1192452830188677,5.584905660377358,8.984905660377358,5.612830188679245,2.0,5.0,9.0,5.0
80,80,20,0.05,5,0.75,0.5321383647798742,0.5984905660377359,0.5872955974842767,0.6791320754716982,0.5528091512326067,0.5350349138740771,0.5177906751512883,0.5832634277693595,0.5698753696142101,0.6253516086982281,0.5321383647798742,0.5984905660377359,0.5872955974842767,0.6791320754716982,2.1192452830188677,6.653584905660377,6.438490566037736,8.227924528301887,2.0,6.0,6.0,8.0
81,81,20,0.05,5,0.8,0.5321383647798742,0.5934591194968553,0.5866037735849057,0.662566037735849,0.5673802093867821,0.537429278519546,0.538017795490965,0.5847661494601643,0.5702122752297858,0.6210499569875543,0.5321383647798742,0.5934591194968553,0.5866037735849057,0.662566037735849,2.1192452830188677,6.1864150943396226,6.305660377358491,7.222641509433962,2.0,6.0,6.0,7.0
82,82,20,0.05,10,0.75,0.5321383647798742,0.6134213836477987,0.6145534591194969,0.6998490566037735,0.5046779029313109,0.4846850631968671,0.471639148225345,0.5771735567423028,0.5712639938119536,0.6237790871442973,0.5321383647798742,0.6134213836477987,0.6145534591194969,0.6998490566037735,2.1192452830188677,9.170566037735849,9.880754716981132,11.25509433962264,2.0,8.0,10.0,11.0
83,83,20,0.05,10,0.8,0.5321383647798742,0.6023899371069183,0.6115345911949686,0.683496855345912,0.5226218239648651,0.4891199093844349,0.48913072670303887,0.5758005660595673,0.5707296972581241,0.6187081457982876,0.5321383647798742,0.6023899371069183,0.6115345911949686,0.683496855345912,2.1192452830188677,8.049811320754717,9.482264150943395,9.74566037735849,2.0,7.0,9.0,9.0
84,84,20,0.05,15,0.75,0.5321383647798742,0.6407672955974842,0.6294591194968553,0.7078993710691824,0.47566599944642085,0.4533278665671495,0.4548899423992872,0.5857335302137964,0.57074870185362,0.623562894845884,0.5321383647798742,0.6407672955974842,0.6294591194968553,0.7078993710691824,2.1192452830188677,11.045283018867925,13.587924528301887,13.611320754716981,2.0,10.0,14.0,13.0
85,85,20,0.05,15,0.8,0.5321383647798742,0.637119496855346,0.6252452830188678,0.6936603773584906,0.4922227018332014,0.45830036613517977,0.46792116295905045,0.5888205651812978,0.5695969773909718,0.6184139725586772,0.5321383647798742,0.637119496855346,0.6252452830188678,0.6936603773584906,2.1192452830188677,9.635471698113207,12.782641509433962,11.582641509433962,2.0,9.0,13.0,11.0
86,86,20,0.05,20,0.75,0.5321383647798742,0.6536855345911949,0.6406792452830189,0.7163899371069182,0.46013036856694495,0.4348688761061642,0.4441041555887423,0.5891671459164449,0.572075788890734,0.6256280099341929,0.5321383647798742,0.6536855345911949,0.6406792452830189,0.7163899371069182,2.1192452830188677,12.44754716981132,16.70943396226415,15.326037735849056,2.0,12.0,17.0,15.0
87,87,20,0.05,20,0.8,0.5321383647798742,0.6423647798742138,0.6352704402515723,0.7024905660377359,0.4743409943230454,0.44017700084947087,0.4569945263084943,0.5863568513571576,0.5702392937842052,0.6206585527946553,0.5321383647798742,0.6423647798742138,0.6352704402515723,0.7024905660377359,2.1192452830188677,10.806037735849056,15.744150943396226,12.833962264150943,2.0,10.0,16.0,12.0
88,88,20,0.1,5,0.75,0.5321383647798742,0.5916352201257862,0.5818867924528301,0.6370314465408805,0.5699959964495415,0.5603312288705954,0.5631722254963369,0.584422145567038,0.5747016045920853,0.6124117061926994,0.5321383647798742,0.5916352201257862,0.5818867924528301,0.6370314465408805,2.1192452830188677,6.002264150943396,5.778867924528302,6.361509433962264,2.0,6.0,6.0,6.0
89,89,20,0.1,5,0.8,0.5321383647798742,0.5869182389937108,0.5814465408805032,0.6353333333333334,0.5836905689217036,0.5618492183245216,0.5771299930340148,0.5858423489697083,0.5749141000285093,0.6159322199002272,0.5321383647798742,0.5869182389937108,0.5814465408805032,0.6353333333333334,2.1192452830188677,5.6407547169811325,5.69811320754717,5.855849056603773,2.0,5.0,6.0,5.0
90,90,20,0.1,10,0.75,0.5321383647798742,0.6015345911949685,0.6025157232704402,0.6534716981132076,0.5250613516999337,0.511350300048011,0.5131034447197765,0.5760435113632902,0.5721272488629637,0.6066822803153973,0.5321383647798742,0.6015345911949685,0.6025157232704402,0.6534716981132076,2.1192452830188677,7.723018867924528,8.524528301886793,8.358490566037736,2.0,7.0,9.0,8.0
91,91,20,0.1,10,0.8,0.5321383647798742,0.5950314465408805,0.6018238993710693,0.6446037735849057,0.538499097001746,0.5141509961566246,0.5326235247805307,0.5761873300278356,0.5725995982995877,0.6072770239834474,0.5321383647798742,0.5950314465408805,0.6018238993710693,0.6446037735849057,2.1192452830188677,6.989433962264151,8.31622641509434,7.401509433962264,2.0,6.0,8.0,7.0
92,92,20,0.1,15,0.75,0.5321383647798742,0.6324025157232704,0.6154088050314465,0.6562389937106918,0.49992558864853076,0.4875867634684947,0.4941269568686607,0.5882435400316905,0.5728014578437959,0.6022016480966815,0.5321383647798742,0.6324025157232704,0.6154088050314465,0.6562389937106918,2.1192452830188677,9.104905660377359,11.267169811320755,9.563018867924528,2.0,9.0,11.0,9.0
93,93,20,0.1,15,0.8,0.5321383647798742,0.6231572327044026,0.6150314465408805,0.6472452830188679,0.5176813179199914,0.48990562386637976,0.5139125620449008,0.5879985944429321,0.5733228389827135,0.6028010426942122,0.5321383647798742,0.6231572327044026,0.6150314465408805,0.6472452830188679,2.1192452830188677,8.04679245283019,10.944150943396226,8.245283018867925,2.0,7.0,11.0,8.0
94,94,20,0.1,20,0.75,0.5321383647798742,0.633937106918239,0.6251572327044025,0.6677106918238994,0.4845069099377786,0.47105202527560913,0.48138761291486104,0.5841270412580856,0.5737888302281381,0.60560299885422,0.5321383647798742,0.633937106918239,0.6251572327044025,0.6677106918238994,2.1192452830188677,9.808301886792453,13.56,10.333584905660377,2.0,9.0,13.0,10.0
95,95,20,0.1,20,0.8,0.5321383647798742,0.6289685534591194,0.6218238993710692,0.6538113207547169,0.5001893738446294,0.4762173990810847,0.4978886081132583,0.5860421602542893,0.5732883992744077,0.601837083207564,0.5321383647798742,0.6289685534591194,0.6218238993710692,0.6538113207547169,2.1192452830188677,8.771320754716982,12.898867924528302,8.99622641509434,2.0,8.0,12.0,9.0
96,96,20,0.15000000000000002,5,0.75,0.5321383647798742,0.5866037735849057,0.5823270440251572,0.6235094339622642,0.5805414267147827,0.5728013358925816,0.5790440215155094,0.5845829912948647,0.5791518079809653,0.608687629813346,0.5321383647798742,0.5866037735849057,0.5823270440251572,0.6235094339622642,2.1192452830188677,5.710943396226415,5.488301886792453,5.736603773584906,2.0,5.0,6.0,5.0
97,97,20,0.15000000000000002,5,0.8,0.5321383647798742,0.5815723270440251,0.5816352201257862,0.6151823899371069,0.5956646429834476,0.5736876620782445,0.5885041464058243,0.5862697656904993,0.578986034109939,0.606289642093346,0.5321383647798742,0.5815723270440251,0.5816352201257862,0.6151823899371069,2.1192452830188677,5.323018867924528,5.439245283018868,5.38188679245283,2.0,5.0,6.0,5.0
98,98,20,0.15000000000000002,10,0.75,0.5321383647798742,0.5941509433962264,0.5968553459119497,0.6322138364779875,0.5411395443398563,0.5309246857818174,0.5421665629416283,0.5764804770441031,0.5748784592019055,0.6021980786325344,0.5321383647798742,0.5941509433962264,0.5968553459119497,0.6322138364779875,2.1192452830188677,6.983396226415095,7.849811320754717,7.12754716981132,2.0,6.0,8.0,7.0
99,99,20,0.15000000000000002,10,0.8,0.5321383647798742,0.5851572327044025,0.5961635220125786,0.6233459119496856,0.5540189569154457,0.5333544134848216,0.5554033135562747,0.5747778074414168,0.5752271525033262,0.600698379151882,0.5321383647798742,0.5851572327044025,0.5961635220125786,0.6233459119496856,2.1192452830188677,6.394716981132076,7.668679245283019,6.439245283018868,2.0,6.0,7.0,6.0
100,100,20,0.15000000000000002,15,0.75,0.5321383647798742,0.6185408805031446,0.6086163522012579,0.6362389937106918,0.5217164297970376,0.5060261799890226,0.5252079813703975,0.5862660636011089,0.5744196281305127,0.599228656263927,0.5321383647798742,0.6185408805031446,0.6086163522012579,0.6362389937106918,2.1192452830188677,7.7622641509433965,10.141132075471699,7.870943396226415,2.0,7.0,10.0,8.0
101,101,20,0.15000000000000002,15,0.8,0.5321383647798742,0.611685534591195,0.6078616352201257,0.6231572327044026,0.5383957983964861,0.5088157214335588,0.545917641469969,0.587255622526292,0.5748463306246033,0.5974107022929247,0.5321383647798742,0.611685534591195,0.6078616352201257,0.6231572327044026,2.1192452830188677,7.056603773584905,9.93811320754717,7.000754716981132,2.0,7.0,9.0,7.0
102,102,20,0.15000000000000002,20,0.75,0.5321383647798742,0.623496855345912,0.6158490566037735,0.6406666666666666,0.5064501152003772,0.493840570717224,0.511574289246998,0.5844812752974003,0.575179561308257,0.5976358741934438,0.5321383647798742,0.623496855345912,0.6158490566037735,0.6406666666666666,2.1192452830188677,8.381132075471697,11.909433962264151,8.46566037735849,2.0,8.0,11.0,8.0
103,103,20,0.15000000000000002,20,0.8,0.5321383647798742,0.6198867924528302,0.6156603773584906,0.6344779874213837,0.5192541706587238,0.497718833258713,0.5298770336650915,0.586342585188128,0.5763465293252313,0.599611002835953,0.5321383647798742,0.6198867924528302,0.6156603773584906,0.6344779874213837,2.1192452830188677,7.707924528301887,11.464905660377358,7.463396226415094,2.0,7.0,10.0,7.0
104,104,20,0.2,5,0.75,0.5321383647798742,0.5817610062893082,0.5755974842767295,0.6099622641509433,0.5903705065618287,0.5916493856405751,0.5958045163535685,0.5846308397134816,0.580948118064678,0.6052430148851516,0.5321383647798742,0.5817610062893082,0.5755974842767295,0.6099622641509433,2.1192452830188677,5.347924528301887,5.097358490566037,5.209056603773585,2.0,5.0,5.0,5.0
105,105,20,0.2,5,0.8,0.5321383647798742,0.5786792452830188,0.5754088050314465,0.6036729559748427,0.6042120338397571,0.5922422249006626,0.6030327632015653,0.5871901748019316,0.5810199449878519,0.6034595583837502,0.5321383647798742,0.5786792452830188,0.5754088050314465,0.6036729559748427,2.1192452830188677,5.048301886792453,5.064905660377359,4.93811320754717,2.0,5.0,5.0,5.0
106,106,20,0.2,10,0.75,0.5321383647798742,0.5871069182389937,0.5901257861635221,0.6138490566037736,0.5575653003471861,0.5587021403484862,0.5668667255084077,0.5772597122750579,0.5796512375585101,0.598188279571985,0.5321383647798742,0.5871069182389937,0.5901257861635221,0.6138490566037736,2.1192452830188677,6.263396226415094,7.029433962264151,6.23622641509434,2.0,6.0,6.0,6.0
107,107,20,0.2,10,0.8,0.5321383647798742,0.580566037735849,0.5888679245283018,0.6072452830188678,0.5692372005567043,0.5601314979861489,0.5826430803554994,0.5767897586761341,0.5792891156809176,0.599044548797745,0.5321383647798742,0.580566037735849,0.5888679245283018,0.6072452830188678,2.1192452830188677,5.821132075471698,6.940377358490566,5.736603773584906,2.0,5.0,6.0,5.0
108,108,20,0.2,15,0.75,0.5321383647798742,0.6095094339622641,0.599811320754717,0.6168679245283019,0.542233929546414,0.535848016925342,0.5530058769749197,0.5870842658236474,0.5784902194782586,0.5955805753438411,0.5321383647798742,0.6095094339622641,0.599811320754717,0.6168679245283019,2.1192452830188677,6.808301886792453,8.91622641509434,6.696603773584906,2.0,6.0,8.0,7.0
109,109,20,0.2,15,0.8,0.5321383647798742,0.602188679245283,0.5993081761006289,0.6103270440251571,0.5583175672603563,0.5374208286003503,0.5665908525577626,0.5875649752503075,0.5786790602672027,0.5957483135360256,0.5321383647798742,0.602188679245283,0.5993081761006289,0.6103270440251571,2.1192452830188677,6.256603773584906,8.806037735849056,6.0762264150943395,2.0,6.0,7.0,6.0
110,110,20,0.2,20,0.75,0.5321383647798742,0.6144402515723271,0.6043396226415094,0.6229685534591195,0.529243678091125,0.5241121575913859,0.5455907197385368,0.5860413937452598,0.5775971342914682,0.5971759422189252,0.5321383647798742,0.6144402515723271,0.6043396226415094,0.6229685534591195,2.1192452830188677,7.307169811320755,10.157735849056603,6.9652830188679244,2.0,7.0,8.0,7.0
111,111,20,0.2,20,0.8,0.5321383647798742,0.6097610062893082,0.6029559748427673,0.6098238993710692,0.5400091517815159,0.5268732297915982,0.5636851875369842,0.5865103881200441,0.577595059825711,0.5944443287597075,0.5321383647798742,0.6097610062893082,0.6029559748427673,0.6098238993710692,2.1192452830188677,6.8528301886792455,9.903396226415094,6.160754716981132,2.0,7.0,8.0,6.0
112,112,20,0.25,5,0.75,0.5321383647798742,0.5760377358490566,0.57,0.6000251572327043,0.5994882488230697,0.5989289846411605,0.6058157123345569,0.5838545735070609,0.5796429948803868,0.6019553422666551,0.5321383647798742,0.5760377358490566,0.57,0.6000251572327043,2.1192452830188677,5.119245283018868,4.910188679245283,4.922264150943397,2.0,5.0,5.0,5.0
113,113,20,0.25,5,0.8,0.5321383647798742,0.5731446540880503,0.569811320754717,0.5885157232704402,0.6138624793793941,0.5993099228951736,0.6167235265251478,0.5867172625184982,0.5796441881348692,0.5979183243553428,0.5321383647798742,0.5731446540880503,0.569811320754717,0.5885157232704402,2.1192452830188677,4.775094339622641,4.892830188679246,4.617358490566038,2.0,4.0,5.0,4.0
114,114,20,0.25,10,0.75,0.5321383647798742,0.5825157232704403,0.5835849056603774,0.599132075471698,0.5747895454047408,0.5701461725351684,0.5822975765615104,0.5799403306485406,0.5791053279519743,0.5935205758349688,0.5321383647798742,0.5825157232704403,0.5835849056603774,0.599132075471698,2.1192452830188677,5.732830188679245,6.632452830188679,5.593207547169811,2.0,5.0,6.0,5.0
115,115,20,0.25,10,0.8,0.5321383647798742,0.5735220125786163,0.5835849056603774,0.5959874213836478,0.586365787070817,0.5707765269571546,0.5884289415252378,0.5778032707426832,0.5793154460926364,0.5934679280975111,0.5321383647798742,0.5735220125786163,0.5835849056603774,0.5959874213836478,2.1192452830188677,5.402264150943396,6.581132075471698,5.296603773584906,2.0,5.0,6.0,5.0
116,116,20,0.25,15,0.75,0.5321383647798742,0.6026540880503145,0.5914465408805031,0.6031572327044026,0.5627448024913834,0.5557333953381218,0.574995379086202,0.589350992864004,0.5795421590330426,0.5937699481650024,0.5321383647798742,0.6026540880503145,0.5914465408805031,0.6031572327044026,2.1192452830188677,6.0958490566037735,8.147924528301887,5.981132075471698,2.0,6.0,6.0,6.0
117,117,20,0.25,15,0.8,0.5321383647798742,0.5904905660377359,0.591006289308176,0.597937106918239,0.5764122735902266,0.5568869208346363,0.5844674496194,0.5857978018885661,0.5796331664836628,0.5934472211519594,0.5321383647798742,0.5904905660377359,0.591006289308176,0.597937106918239,2.1192452830188677,5.738867924528302,8.067169811320754,5.57811320754717,2.0,5.0,6.0,5.0
118,118,20,0.25,20,0.75,0.5321383647798742,0.60674213836478,0.5957232704402516,0.6052955974842767,0.548427326183114,0.5468406197751113,0.5685703887273635,0.587303867637558,0.5794290535518716,0.5930538612319723,0.5321383647798742,0.60674213836478,0.5957232704402516,0.6052955974842767,2.1192452830188677,6.520754716981132,9.009811320754716,6.1358490566037736,2.0,6.0,7.0,6.0
119,119,20,0.25,20,0.8,0.5321383647798742,0.598566037735849,0.5935849056603774,0.5988805031446541,0.5615904130083877,0.5485016407459117,0.5797572707160421,0.586240829493362,0.5785571506888888,0.5925060923351168,0.5321383647798742,0.598566037735849,0.5935849056603774,0.5988805031446541,2.1192452830188677,6.141132075471698,8.845283018867924,5.638490566037736,2.0,6.0,7.0,6.0
120,120,20,0.3,5,0.75,0.5321383647798742,0.5768553459119496,0.5667924528301886,0.586817610062893,0.6102903027053246,0.605663200557023,0.6127970535074777,0.5880003315097413,0.5797493687391334,0.5954774245444212,0.5321383647798742,0.5768553459119496,0.5667924528301886,0.586817610062893,2.1192452830188677,4.890566037735849,4.727547169811321,4.678490566037736,2.0,5.0,4.0,4.0
121,121,20,0.3,5,0.8,0.5321383647798742,0.5681132075471698,0.5666037735849057,0.5810943396226416,0.6246305783967132,0.6065889215019005,0.6229090927770355,0.5869523311636843,0.5799321562239039,0.5950325906741062,0.5321383647798742,0.5681132075471698,0.5666037735849057,0.5810943396226416,2.1192452830188677,4.544150943396226,4.704905660377358,4.434716981132076,2.0,4.0,4.0,4.0
122,122,20,0.3,10,0.75,0.5321383647798742,0.5756603773584905,0.5794968553459119,0.5898867924528302,0.5879571995131004,0.5797739154204445,0.5925410048787301,0.5797593180766939,0.5795892087040895,0.5907715299281301,0.5321383647798742,0.5756603773584905,0.5794968553459119,0.5898867924528302,2.1192452830188677,5.296603773584906,6.273207547169811,5.362264150943396,2.0,5.0,5.0,5.0
123,123,20,0.3,10,0.8,0.5321383647798742,0.5716981132075472,0.5794968553459119,0.5866792452830188,0.5981558763241684,0.5801356883052737,0.6015212011730242,0.5805173675797543,0.5797097996656991,0.5916265639130206,0.5321383647798742,0.5716981132075472,0.5794968553459119,0.5866792452830188,2.1192452830188677,5.04754716981132,6.24,4.9652830188679244,2.0,5.0,5.0,5.0
124,124,20,0.3,15,0.75,0.5321383647798742,0.5913962264150943,0.5852830188679246,0.5918364779874214,0.57999232161901,0.5681055017700113,0.5840973187181443,0.5875949248163995,0.5795571798352869,0.5892567582309957,0.5321383647798742,0.5913962264150943,0.5852830188679246,0.5918364779874214,2.1192452830188677,5.614339622641509,7.602264150943396,5.596981132075472,2.0,5.0,5.0,5.0
125,125,20,0.3,15,0.8,0.5321383647798742,0.5876226415094339,0.5850314465408806,0.5887924528301887,0.589170910707658,0.5684705894681761,0.5968410615274025,0.5881387312421752,0.5795111608499791,0.5914753223959266,0.5321383647798742,0.5876226415094339,0.5850314465408806,0.5887924528301887,2.1192452830188677,5.350943396226415,7.583396226415094,5.159245283018868,2.0,5.0,5.0,5.0
126,126,20,0.3,20,0.75,0.5321383647798742,0.598943396226415,0.5861006289308176,0.5905786163522012,0.5669146007994422,0.5619395935424024,0.5801413269743658,0.5882671310840908,0.5780469504680125,0.5870995198929227,0.5321383647798742,0.598943396226415,0.5861006289308176,0.5905786163522012,2.1192452830188677,5.96,8.067169811320754,5.672452830188679,2.0,6.0,6.0,5.0
127,127,20,0.3,20,0.8,0.5321383647798742,0.5947295597484277,0.5861006289308176,0.58862893081761,0.5781617483442604,0.5620922776032278,0.5971011422672451,0.5892069559470386,0.5780978451549543,0.5914530013008217,0.5321383647798742,0.5947295597484277,0.5861006289308176,0.58862893081761,2.1192452830188677,5.6716981132075475,8.054339622641509,5.209056603773585,2.0,5.0,6.0,5.0
128,128,20,0.35000000000000003,5,0.75,0.5321383647798742,0.5748427672955975,0.5620125786163522,0.5827295597484277,0.6210800955710984,0.611301867693861,0.6253653086528158,0.5902552100540978,0.5784423416421886,0.5969414760498903,0.5321383647798742,0.5748427672955975,0.5620125786163522,0.5827295597484277,2.1192452830188677,4.576603773584906,4.596981132075472,4.54188679245283,2.0,4.0,4.0,4.0
129,129,20,0.35000000000000003,5,0.8,0.5321383647798742,0.5661635220125787,0.5620125786163522,0.5782641509433962,0.6335056286687577,0.6118015696739703,0.6303465231360138,0.5886108908979717,0.5786089089688916,0.5956249416742687,0.5321383647798742,0.5661635220125787,0.5620125786163522,0.5782641509433962,2.1192452830188677,4.305660377358491,4.576603773584906,4.33433962264151,2.0,4.0,4.0,4.0
130,130,20,0.35000000000000003,10,0.75,0.5321383647798742,0.569685534591195,0.5750943396226416,0.5856100628930818,0.6039582160062122,0.5876027245757409,0.603045672718104,0.5811097617295341,0.5792638012736747,0.591421932834756,0.5321383647798742,0.569685534591195,0.5750943396226416,0.5856100628930818,2.1192452830188677,4.899622641509434,5.9750943396226415,5.092830188679245,2.0,5.0,5.0,5.0
131,131,20,0.35000000000000003,10,0.8,0.5321383647798742,0.5645283018867925,0.5750943396226416,0.5815849056603773,0.6126903135138083,0.5881103020878475,0.6131557036617643,0.5805823057624644,0.5794329937777102,0.592108504994173,0.5321383647798742,0.5645283018867925,0.5750943396226416,0.5815849056603773,2.1192452830188677,4.744905660377358,5.949433962264151,4.820377358490566,2.0,4.0,5.0,4.0
132,132,20,0.35000000000000003,15,0.75,0.5321383647798742,0.5911446540880503,0.580314465408805,0.5843522012578616,0.5912170011857313,0.5810300132712172,0.5994185840560108,0.5911687697872773,0.5805529813629424,0.5893743288572447,0.5321383647798742,0.5911446540880503,0.580314465408805,0.5843522012578616,2.1192452830188677,5.283018867924528,6.8128301886792455,5.158490566037736,2.0,5.0,5.0,5.0
133,133,20,0.35000000000000003,15,0.8,0.5321383647798742,0.5852955974842767,0.580314465408805,0.5803270440251572,0.6013689097534163,0.5817283372023728,0.6110297966385922,0.5906533682406566,0.5807857560066609,0.5905612948963023,0.5321383647798742,0.5852955974842767,0.580314465408805,0.5803270440251572,2.1192452830188677,5.086792452830188,6.789433962264151,4.830943396226415,2.0,5.0,5.0,5.0
